flow_id,src_ip,src_port,dst_ip,dst_port,protocol,packet_count,bytes_total,bytes_mean,bytes_std,bytes_min,bytes_max,iat_mean,iat_std,iat_min,iat_max,first_seen,last_seen,duration,tcp_fin_count,tcp_syn_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,tcp_ece_count,tcp_cwr_count
127.0.0.1-46688-127.0.0.1-256-tcp,127.0.0.1,46688,127.0.0.1,256,tcp,1,58,58.0,0.0,58,58,5.5e-06,0.0,5.5e-06,5.5e-06,6.0125e-05,6.0125e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-256-127.0.0.1-46688-tcp,127.0.0.1,256,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2.208e-06,0.0,2.208e-06,2.208e-06,6.2333e-05,6.2333e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-22-tcp,127.0.0.1,46688,127.0.0.1,22,tcp,1,58,58.0,0.0,58,58,5.375e-06,0.0,5.375e-06,5.375e-06,6.7708e-05,6.7708e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-22-127.0.0.1-46688-tcp,127.0.0.1,22,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2.125e-06,0.0,2.125e-06,2.125e-06,6.9833e-05,6.9833e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-80-tcp,127.0.0.1,46688,127.0.0.1,80,tcp,1,58,58.0,0.0,58,58,4.417e-06,0.0,4.417e-06,4.417e-06,7.425e-05,7.425e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-80-127.0.0.1-46688-tcp,127.0.0.1,80,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2.291e-06,0.0,2.291e-06,2.291e-06,7.6541e-05,7.6541e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-53-tcp,127.0.0.1,46688,127.0.0.1,53,tcp,1,58,58.0,0.0,58,58,5.084e-06,0.0,5.084e-06,5.084e-06,8.1625e-05,8.1625e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-53-127.0.0.1-46688-tcp,127.0.0.1,53,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2e-06,0.0,2e-06,2e-06,8.3625e-05,8.3625e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-143-tcp,127.0.0.1,46688,127.0.0.1,143,tcp,1,58,58.0,0.0,58,58,4.291e-06,0.0,4.291e-06,4.291e-06,8.7916e-05,8.7916e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-143-127.0.0.1-46688-tcp,127.0.0.1,143,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,1.959e-06,0.0,1.959e-06,1.959e-06,8.9875e-05,8.9875e-05,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-445-tcp,127.0.0.1,46688,127.0.0.1,445,tcp,1,58,58.0,0.0,58,58,5.7375e-05,0.0,5.7375e-05,5.7375e-05,0.00014725,0.00014725,0.0,0,0,0,0,0,0,0,0
127.0.0.1-445-127.0.0.1-46688-tcp,127.0.0.1,445,127.0.0.1,46688,tcp,1,54,54.0,0.0,54,54,2.666e-06,0.0,2.666e-06,2.666e-06,0.000149916,0.000149916,0.0,0,0,0,0,0,0,0,0
127.0.0.1-46688-127.0.0.1-135-tcp,127.0.0.1,46688,127.0.0.1,135,tcp,1,58,58.0,0.0,58,58,4.834e-06,0.0,4.834e-06,4.834e-06,0.00015475,0.00015475,0.0,0,0,0,0,0,0,0,0
