flow_id,src_ip,src_port,dst_ip,dst_port,protocol,packet_count,bytes_total,bytes_mean,bytes_std,bytes_min,bytes_max,iat_mean,iat_std,iat_min,iat_max,first_seen,last_seen,duration,tcp_fin_count,tcp_syn_count,tcp_rst_count,tcp_psh_count,tcp_ack_count,tcp_urg_count,tcp_ece_count,tcp_cwr_count
127.0.0.1-41003-127.0.0.1-1723-tcp,127.0.0.1,41003,127.0.0.1,1723,tcp,1,58,58.0,0.0,58,58,0.000646902,0.0,0.000646902,0.000646902,0.001242389,0.001242389,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1723-127.0.0.1-41003-tcp,127.0.0.1,1723,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,5e-06,0.0,5e-06,5e-06,0.001247389,0.001247389,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-80-tcp,127.0.0.1,41003,127.0.0.1,80,tcp,1,58,58.0,0.0,58,58,8.75e-06,0.0,8.75e-06,8.75e-06,0.001256139,0.001256139,0.0,0,0,0,0,0,0,0,0
127.0.0.1-80-127.0.0.1-41003-tcp,127.0.0.1,80,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.875e-06,0.0,1.875e-06,1.875e-06,0.001258014,0.001258014,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-23-tcp,127.0.0.1,41003,127.0.0.1,23,tcp,1,58,58.0,0.0,58,58,1.6e-05,0.0,1.6e-05,1.6e-05,0.001274014,0.001274014,0.0,0,0,0,0,0,0,0,0
127.0.0.1-23-127.0.0.1-41003-tcp,127.0.0.1,23,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,3.875e-06,0.0,3.875e-06,3.875e-06,0.001277889,0.001277889,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-111-tcp,127.0.0.1,41003,127.0.0.1,111,tcp,1,58,58.0,0.0,58,58,6.666e-06,0.0,6.666e-06,6.666e-06,0.001284555,0.001284555,0.0,0,0,0,0,0,0,0,0
127.0.0.1-111-127.0.0.1-41003-tcp,127.0.0.1,111,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.542e-06,0.0,1.542e-06,1.542e-06,0.001286097,0.001286097,0.0,0,0,0,0,0,0,0,0
127.0.0.1-41003-127.0.0.1-1571-tcp,127.0.0.1,41003,127.0.0.1,1571,tcp,1,58,58.0,0.0,58,58,3.166e-06,0.0,3.166e-06,3.166e-06,0.001289263,0.001289263,0.0,0,0,0,0,0,0,0,0
127.0.0.1-1571-127.0.0.1-41003-tcp,127.0.0.1,1571,127.0.0.1,41003,tcp,1,54,54.0,0.0,54,54,1.459e-06,0.0,1.459e-06,1.459e-06,0.001290722,0.001290722,0.0,0,0,0,0,0,0,0,0
